date,platform,sku_id,product_name,sku_type,core_products,units_sold,gross_sales,avg_gross_per_unit,net_gross_sales,avg_net_gross_per_unit
2024-10-22,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,1062,21909.04,20.63,20912.09,19.69
2024-10-22,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,201,3938.03,19.59,3855.63,19.18
2024-10-22,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,79,2834.19,35.88,2760.71,34.95
2024-10-22,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,86,3219.08,37.43,3005.64,34.95
2024-10-22,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,7,244.93,34.99,244.93,34.99
2024-10-23,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,1028,21389.3,20.81,20412.98,19.86
2024-10-23,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,215,4437.78,20.64,4216.15,19.61
2024-10-23,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,104,3708.94,35.66,3637.21,34.97
2024-10-23,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,120,4408.74,36.74,4198.8,34.99
2024-10-23,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,8,279.92,34.99,279.92,34.99
2024-10-24,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,1106,22628.68,20.46,21868.39,19.77
2024-10-24,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,238,4877.56,20.49,4612.82,19.38
2024-10-24,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,115,4128.82,35.9,4016.85,34.93
2024-10-24,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,130,4688.66,36.07,4548.7,34.99
2024-10-24,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,8,279.92,34.99,279.92,34.99
2024-10-25,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,1184,18750.62,15.84,17620.38,14.88
2024-10-25,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,244,4277.86,17.53,3993.67,16.37
2024-10-25,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,93,3254.07,34.99,3252.32,34.97
2024-10-25,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,89,3254.07,36.56,3112.36,34.97
2024-10-25,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,5,174.95,34.99,174.95,34.99
2024-10-26,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,863,17571.21,20.36,16845.58,19.52
2024-10-26,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,249,5177.41,20.79,4866.4,19.54
2024-10-26,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,113,4128.82,36.54,3927.62,34.76
2024-10-26,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,140,5213.51,37.24,4830.92,34.51
2024-10-26,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,3,174.95,58.32,104.97,34.99
2024-10-27,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,847,17951.02,21.19,16902.87,19.96
2024-10-27,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,227,4757.62,20.96,4517.74,19.9
2024-10-27,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,119,4408.74,37.05,4163.81,34.99
2024-10-27,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,213,7837.76,36.8,7452.87,34.99
2024-10-27,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,6,244.93,40.82,209.94,34.99
2024-10-28,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,918,16371.81,17.83,15547.22,16.94
2024-10-28,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,201,3978.01,19.79,3718.14,18.5
2024-10-28,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,97,3568.98,36.79,3392.28,34.97
2024-10-28,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,127,4653.67,36.64,4443.73,34.99
2024-10-28,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,7,279.92,39.99,244.93,34.99
2024-10-29,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,850,15712.14,18.48,15086.22,17.75
2024-10-29,TikTok,1729738653671658266,Brine Bomb,core,Brine Bomb,0,19.99,0,0,0
2024-10-29,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,174,3578.21,20.56,3342.86,19.21
2024-10-29,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,104,3708.94,35.66,3638.96,34.99
2024-10-29,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,104,3848.9,37.01,3601.21,34.63
2024-10-29,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,15,524.85,34.99,524.85,34.99
2024-10-30,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,841,15672.16,18.64,14700.65,17.48
2024-10-30,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,163,3318.34,20.36,3096.73,19
2024-10-30,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,96,3499,36.45,3344.04,34.83
2024-10-30,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,140,4933.59,35.24,4814.6,34.39
2024-10-30,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,5,174.95,34.99,174.95,34.99
2024-10-31,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,884,13713.14,15.51,13159.5,14.89
2024-10-31,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,168,3378.31,20.11,3186.96,18.97
2024-10-31,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,76,2764.21,36.37,2639.99,34.74
2024-10-31,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,102,3813.91,37.39,3556.73,34.87
2024-10-31,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,3,104.97,34.99,104.97,34.99
2024-11-01,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,900,16631.68,18.48,15883.19,17.65
2024-11-01,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,191,3798.1,19.89,3697.28,19.36
2024-11-01,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,137,4793.63,34.99,4788.38,34.95
2024-11-01,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,152,5703.37,37.52,5314.98,34.97
2024-11-01,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,7,244.93,34.99,244.93,34.99
2024-11-02,TikTok,1729738936829514522,"Birria Bomb, Pozole Bomb, Tinga Bomb Variety Pack - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes",core,Variety Pack,1341,76584.68,57.11,50004.98,37.29
2024-11-02,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,1262,20689.65,16.39,18414.84,14.59
2024-11-02,TikTok,1729738653671658266,Brine Bomb by EZ Bombs - The Ultimate Garlic and Rosemary Flavored Thanksgiving Turkey Spice Bomb,core,Brine Bomb,786,11054.47,14.06,8132.74,10.35
2024-11-02,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,363,7536.23,20.76,6340,17.47
2024-11-02,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,488,18474.72,37.86,13603.48,27.88
2024-11-02,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,223,9342.33,41.89,6869.33,30.8
2024-11-02,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,52,2624.25,50.47,1399.52,26.91
2024-11-03,TikTok,1729738936829514522,"Birria Bomb, Pozole Bomb, Tinga Bomb Variety Pack - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes",core,Variety Pack,235,12097.58,51.48,10702.95,45.54
2024-11-03,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,2469,49275.35,19.96,40921.79,16.57
2024-11-03,TikTok,1729738653671658266,Brine Bomb by EZ Bombs - The Ultimate Garlic and Rosemary Flavored Thanksgiving Turkey Spice Bomb,core,Brine Bomb,142,2918.54,20.55,2495.8,17.58
2024-11-03,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,395,8155.92,20.65,6753.94,17.1
2024-11-03,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,161,5773.35,35.86,5577.09,34.64
2024-11-03,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,159,5948.3,37.41,5490.41,34.53
2024-11-03,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,17,594.83,34.99,594.83,34.99
2024-11-04,TikTok,1729738936829514522,"Birria Bomb, Pozole Bomb, Tinga Bomb Variety Pack - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes",core,Variety Pack,240,11447.71,47.7,10111.5,42.13
2024-11-04,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,1912,39080.45,20.44,31846.87,16.66
2024-11-04,TikTok,1729738653671658266,Brine Bomb by EZ Bombs - The Ultimate Garlic and Rosemary Flavored Thanksgiving Turkey Spice Bomb,core,Brine Bomb,160,3078.46,19.24,2497.53,15.61
2024-11-04,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,339,6936.53,20.46,5666.16,16.71
2024-11-04,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,72,2589.26,35.96,2515.78,34.94
2024-11-04,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,103,3848.9,37.37,3593.47,34.89
2024-11-04,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,7,279.92,39.99,244.93,34.99
2024-11-05,TikTok,1729738936829514522,"Birria Bomb, Pozole Bomb, Tinga Bomb Variety Pack - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes",core,Variety Pack,173,7548.49,43.63,6474.54,37.43
2024-11-05,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,934,17131.43,18.34,16048.42,17.18
2024-11-05,TikTok,1729738653671658266,Brine Bomb by EZ Bombs - The Ultimate Garlic and Rosemary Flavored Thanksgiving Turkey Spice Bomb,core,Brine Bomb,90,1239.38,13.77,1152.46,12.81
2024-11-05,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,217,4457.77,20.54,4219.96,19.45
2024-11-05,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,111,4058.84,36.57,3767.11,33.94
2024-11-05,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,109,3848.9,35.31,3752.71,34.43
2024-11-05,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,15,524.85,34.99,517.86,34.52
2024-11-06,TikTok,1729738936829514522,"Birria Bomb, Pozole Bomb, Tinga Bomb Variety Pack - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes",core,Variety Pack,83,3149.37,37.94,2944.41,35.47
2024-11-06,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,831,16731.63,20.13,15994.27,19.25
2024-11-06,TikTok,1729738653671658266,Brine Bomb by EZ Bombs - The Ultimate Garlic and Rosemary Flavored Thanksgiving Turkey Spice Bomb,core,Brine Bomb,43,779.61,18.13,759.62,17.67
2024-11-06,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,176,3658.17,20.79,3371.35,19.16
2024-11-06,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,111,4233.79,38.14,3880.39,34.96
2024-11-06,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,88,3184.09,36.18,3079.12,34.99
2024-11-06,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,4,139.96,34.99,139.96,34.99
2024-11-07,TikTok,1729738936829514522,"Birria Bomb, Pozole Bomb, Tinga Bomb Variety Pack - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes",core,Variety Pack,285,14297.14,50.17,11108.62,38.98
2024-11-07,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,1028,20989.5,20.42,19857.2,19.32
2024-11-07,TikTok,1729738653671658266,Brine Bomb by EZ Bombs - The Ultimate Garlic and Rosemary Flavored Thanksgiving Turkey Spice Bomb,core,Brine Bomb,209,1879.06,8.99,1740.05,8.33
2024-11-07,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,212,3658.17,17.26,3427.1,16.17
2024-11-07,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,235,8712.51,37.07,7654.05,32.57
2024-11-07,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,144,5283.49,36.69,4920.38,34.17
2024-11-07,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,24,979.72,40.82,696.75,29.03
2024-11-08,TikTok,1729738936829514522,"Birria Bomb, Pozole Bomb, Tinga Bomb Variety Pack - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes",core,Variety Pack,67,2549.49,38.05,2511.99,37.49
2024-11-08,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,958,19630.18,20.49,18387.69,19.19
2024-11-08,TikTok,1729738653671658266,Brine Bomb by EZ Bombs - The Ultimate Garlic and Rosemary Flavored Thanksgiving Turkey Spice Bomb,core,Brine Bomb,64,1139.43,17.8,1113.44,17.4
2024-11-08,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,158,3178.41,20.12,2944.9,18.64
2024-11-08,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,134,5318.48,39.69,4546.91,33.93
2024-11-08,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,129,4653.67,36.07,4406.96,34.16
2024-11-08,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,18,629.82,34.99,629.82,34.99
2024-11-09,TikTok,1729738936829514522,"Birria Bomb, Pozole Bomb, Tinga Bomb Variety Pack - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes",core,Variety Pack,200,10547.89,52.74,7861.93,39.31
2024-11-09,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,1272,26426.78,20.78,22944.68,18.04
2024-11-09,TikTok,1729738653671658266,Brine Bomb by EZ Bombs - The Ultimate Garlic and Rosemary Flavored Thanksgiving Turkey Spice Bomb,core,Brine Bomb,123,1919.04,15.6,1617.45,13.15
2024-11-09,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,172,3638.18,21.15,3061.94,17.8
2024-11-09,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,181,6683.09,36.92,5602.12,30.95
2024-11-09,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,116,4268.78,36.8,3664.86,31.59
2024-11-09,TikTok,1729722556335690522,Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Pozole Bomb 2-Pack x2,21,734.79,34.99,634.49,30.21
2024-11-10,TikTok,1729738936829514522,"Birria Bomb, Pozole Bomb, Tinga Bomb Variety Pack - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes",core,Variety Pack,142,7298.54,51.4,5990.38,42.19
2024-11-10,TikTok,1729444046947390234,Birria Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Birria Bomb 2-Pack,1729,35902.04,20.76,29270.6,16.93
2024-11-10,TikTok,1729738653671658266,Brine Bomb by EZ Bombs - The Ultimate Garlic and Rosemary Flavored Thanksgiving Turkey Spice Bomb,core,Brine Bomb,77,1559.22,20.25,1309,17
2024-11-10,TikTok,1729615891226989338,Pozole Bombs 2 Pack by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,core,Pozole Bomb 2-Pack,187,4077.96,21.81,3139.05,16.79
2024-11-10,TikTok,1729722550385873690,Birria Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack x2,211,7802.77,36.98,6266.84,29.7
2024-11-10,TikTok,1729722347244655386,Birria and Pozole Bombs bundle by EZ Bombs - Seasoning Spice Bomb Flavor for Authentic Mexican Dishes - Traditional,virtual_bundle,Birria Bomb 2-Pack + Pozole Bomb 2-Pack,142,5143.53,36.22,4220.04,29.72
