platform,date,product_name,seller_sku_resolved,net_units,gross_sales,net_gross_sales
TikTok,2025-07-10,Variety Pack,850063346511,38,1899.62,1225.61
TikTok,2025-07-11,Birria Bomb 2-Pack,1729443667774378778,3426,69773.88,42391.67
TikTok,2025-07-11,Pozole Bomb 2-Pack,1729597409638126362,272,5724.87,3514.72
TikTok,2025-07-11,Tinga Bomb 2-Pack,850063346283,143,2703.88,1724.79
TikTok,2025-07-11,Variety Pack,850063346511,41,1949.61,1315.69
TikTok,2025-07-12,Birria Bomb 2-Pack,1729443667774378778,1290,25186.77,18093.52
TikTok,2025-07-12,Pozole Bomb 2-Pack,1729597409638126362,189,3753.28,2479.66
TikTok,2025-07-12,Tinga Bomb 2-Pack,850063346283,105,1846.81,1251.1
TikTok,2025-07-12,Variety Pack,850063346511,92,4449.11,2989.8
TikTok,2025-07-13,Birria Bomb 2-Pack,1729443667774378778,1442,28969.3,19754.71
TikTok,2025-07-13,Pozole Bomb 2-Pack,1729597409638126362,214,4048.2,2663.22
TikTok,2025-07-13,Tinga Bomb 2-Pack,850063346283,111,1901.76,1275.8
TikTok,2025-07-13,Variety Pack,850063346511,100,4899.02,3347.64
TikTok,2025-07-14,Birria Bomb 2-Pack,1729443667774378778,1437,28732.06,19551.35
TikTok,2025-07-14,Pozole Bomb 2-Pack,1729597409638126362,279,5544.93,3367.45
TikTok,2025-07-14,Tinga Bomb 2-Pack,850063346283,86,1611.92,1029.53
TikTok,2025-07-14,Variety Pack,850063346511,65,2999.4,2074.61
TikTok,2025-07-15,Birria Bomb 2-Pack,1729443667774378778,1734,34434.29,23742.43
TikTok,2025-07-15,Pozole Bomb 2-Pack,1729597409638126362,541,4857.78,3271.55
TikTok,2025-07-15,Tinga Bomb 2-Pack,850063346283,108,2009.28,1301.14
TikTok,2025-07-15,Variety Pack,850063346511,51,2299.54,1613.29
TikTok,2025-07-16,Birria Bomb 2-Pack,1729443667774378778,2133,42090.67,29408.53
TikTok,2025-07-16,Pozole Bomb 2-Pack,1729597409638126362,1865,2154.08,1374.56
TikTok,2025-07-16,Tinga Bomb 2-Pack,850063346283,115,2184.17,1423.97
TikTok,2025-07-16,Variety Pack,850063346511,56,2449.51,1792.69
TikTok,2025-07-17,Birria Bomb 2-Pack,1729443667774378778,2252,45097.11,30958.89
TikTok,2025-07-17,Pozole Bomb 2-Pack,1729597409638126362,2085,2488.98,1626.39
TikTok,2025-07-17,Tinga Bomb 2-Pack,850063346283,141,2586.59,1742.24
TikTok,2025-07-17,Variety Pack,850063346511,51,2599.48,1833.93
TikTok,2025-07-18,Birria Bomb 2-Pack,1729443667774378778,2369,46711.13,32509.97
TikTok,2025-07-18,Pozole Bomb 2-Pack,1729597409638126362,2184,1841.76,1281.42
TikTok,2025-07-18,Tinga Bomb 2-Pack,850063346283,163,2893.92,1911.04
TikTok,2025-07-18,Variety Pack,850063346511,52,2649.47,1803.18
TikTok,2025-07-19,Birria Bomb 2-Pack,1729443667774378778,2015,40054.19,28152.61
TikTok,2025-07-19,Pozole Bomb 2-Pack,1729597409638126362,1898,2096.61,1395.58
TikTok,2025-07-19,Tinga Bomb 2-Pack,850063346283,144,2758.95,1825.35
TikTok,2025-07-19,Variety Pack,850063346511,61,3049.39,2168.27
TikTok,2025-07-20,Birria Bomb 2-Pack,1729443667774378778,1649,33252.15,24127.4
TikTok,2025-07-20,Pozole Bomb 2-Pack,1729597409638126362,1496,597.24,533.47
TikTok,2025-07-20,Tinga Bomb 2-Pack,850063346283,73,1364.43,1171.95
TikTok,2025-07-20,Variety Pack,850063346511,6,299.94,299.94
TikTok,2025-07-21,Birria Bomb 2-Pack,1729443667774378778,2559,51680.97,34388.64
TikTok,2025-07-21,Pozole Bomb 2-Pack,1729597409638126362,2312,779.67,711.37
TikTok,2025-07-21,Tinga Bomb 2-Pack,850063346283,89,1674.26,1312.97
TikTok,2025-07-21,Variety Pack,850063346511,11,599.88,540.89
TikTok,2025-07-22,Birria Bomb 2-Pack,1729443667774378778,1754,35990.63,25220.24
TikTok,2025-07-22,Pozole Bomb 2-Pack,1729597409638126362,1652,812.14,731.22
TikTok,2025-07-22,Tinga Bomb 2-Pack,850063346283,99,1899.17,1524.31
TikTok,2025-07-22,Variety Pack,850063346511,11,549.89,517.89
TikTok,2025-07-23,Birria Bomb 2-Pack,1729443667774378778,1388,26997.83,19582.19
TikTok,2025-07-23,Pozole Bomb 2-Pack,1729597409638126362,647,1024.57,803.62
TikTok,2025-07-23,Tinga Bomb 2-Pack,850063346283,60,1004.61,843.96
TikTok,2025-07-23,Variety Pack,850063346511,3,149.97,127.98
TikTok,2025-07-24,Birria Bomb 2-Pack,1729443667774378778,1330,26230.88,18309.28
TikTok,2025-07-24,Pozole Bomb 2-Pack,1729597409638126362,85,1526.82,1177.45
TikTok,2025-07-24,Tinga Bomb 2-Pack,850063346283,80,1489.51,1114.64
TikTok,2025-07-25,Birria Bomb 2-Pack,1729443667774378778,1348,26485.49,18161.35
TikTok,2025-07-25,Pozole Bomb 2-Pack,1729597409638126362,75,1301.91,938.52
TikTok,2025-07-25,Tinga Bomb 2-Pack,850063346283,56,914.67,662.26
TikTok,2025-07-25,Variety Pack,850063346511,13,699.86,503.17
TikTok,2025-07-26,Birria Bomb 2-Pack,1729443667774378778,1133,21955.21,15562.29
TikTok,2025-07-26,Pozole Bomb 2-Pack,1729597409638126362,109,2091.5,1532.34
TikTok,2025-07-26,Tinga Bomb 2-Pack,850063346283,47,832.22,680.07
TikTok,2025-07-26,Variety Pack,850063346511,58,2999.4,2086.99
TikTok,2025-07-27,Birria Bomb 2-Pack,1729443667774378778,941,17644.65,12809.2
TikTok,2025-07-27,Pozole Bomb 2-Pack,1729597409638126362,142,2771.16,2006.51
TikTok,2025-07-27,Tinga Bomb 2-Pack,850063346283,40,614.79,517.19
TikTok,2025-07-27,Variety Pack,850063346511,51,2549.49,1882.76
TikTok,2025-07-28,Birria Bomb 2-Pack,1729443667774378778,849,15688.15,11273.71
TikTok,2025-07-28,Pozole Bomb 2-Pack,1729597409638126362,107,1981.57,1478.59
TikTok,2025-07-28,Tinga Bomb 2-Pack,850063346283,38,682.28,523.29
TikTok,2025-07-28,Variety Pack,850063346511,22,1099.78,832.95
TikTok,2025-07-29,Birria Bomb 2-Pack,1729443667774378778,1426,28014.83,19487.77
TikTok,2025-07-29,Pozole Bomb 2-Pack,1729597409638126362,194,3730.74,2686.49
TikTok,2025-07-29,Tinga Bomb 2-Pack,850063346283,62,1134.59,840.98
TikTok,2025-07-29,Variety Pack,850063346511,1,49.99,28
TikTok,2025-07-30,Birria Bomb 2-Pack,1729443667774378778,1710,33335.05,22517.08
TikTok,2025-07-30,Pozole Bomb 2-Pack,1729597409638126362,237,4547.86,3355.85
TikTok,2025-07-30,Tinga Bomb 2-Pack,850063346283,65,1069.63,815.82
TikTok,2025-07-31,Birria Bomb 2-Pack,1729443667774378778,1584,31200.87,21865.43
TikTok,2025-07-31,Pozole Bomb 2-Pack,1729597409638126362,216,4020.67,3134.95
TikTok,2025-07-31,Tinga Bomb 2-Pack,850063346283,47,907.17,652.96
TikTok,2025-07-31,Variety Pack,850063346511,5,249.95,197.96
TikTok,2025-08-01,Birria Bomb 2-Pack,1729443667774378778,1127,22214.87,17108.58
TikTok,2025-08-01,Pozole Bomb 2-Pack,1729597409638126362,144,2681.28,2209.41
TikTok,2025-08-01,Tinga Bomb 2-Pack,850063346283,46,917.18,595.99
TikTok,2025-08-01,Variety Pack,850063346511,36,1849.63,1506.84
TikTok,2025-08-02,Birria Bomb 2-Pack,1729443667774378778,1263,24461.36,18759.81
TikTok,2025-08-02,Pozole Bomb 2-Pack,1729597409638126362,149,2863.74,2305.53
TikTok,2025-08-02,Tinga Bomb 2-Pack,850063346283,63,1282.05,863.62
TikTok,2025-08-02,Variety Pack,850063346511,25,1249.75,1046.95
TikTok,2025-08-03,Birria Bomb 2-Pack,1729443667774378778,1295,25458.18,19327.6
TikTok,2025-08-03,Pozole Bomb 2-Pack,1729597409638126362,146,2643.88,2086.31
TikTok,2025-08-03,Tinga Bomb 2-Pack,850063346283,75,1354.53,964.55
TikTok,2025-08-04,Birria Bomb 2-Pack,1729443667774378778,1313,25942.93,20055.61
TikTok,2025-08-04,Pozole Bomb 2-Pack,1729597409638126362,118,2119.09,1719.46
TikTok,2025-08-04,Tinga Bomb 2-Pack,850063346283,49,979.66,666.54
TikTok,2025-08-05,Birria Bomb 2-Pack,1729443667774378778,1276,25206.13,18858.19
TikTok,2025-08-05,Pozole Bomb 2-Pack,1729597409638126362,144,2766.29,2095.24
TikTok,2025-08-05,Tinga Bomb 2-Pack,850063346283,50,984.67,694.47
TikTok,2025-08-06,Birria Bomb 2-Pack,1729443667774378778,1367,26533.22,19471.56
TikTok,2025-08-06,Pozole Bomb 2-Pack,1729597409638126362,131,2398.98,1802.01
TikTok,2025-08-06,Tinga Bomb 2-Pack,850063346283,66,1504.45,925.29
TikTok,2025-08-07,Birria Bomb 2-Pack,1729443667774378778,1388,26652.05,18380.53
TikTok,2025-08-07,Pozole Bomb 2-Pack,1729597409638126362,137,2439.02,1932.55
TikTok,2025-08-07,Tinga Bomb 2-Pack,850063346283,63,1247.08,867.5
TikTok,2025-08-08,Birria Bomb 2-Pack,1729443667774378778,788,15677.75,13013.9
TikTok,2025-08-08,Pozole Bomb 2-Pack,1729597409638126362,80,1409.46,1244.86
TikTok,2025-08-08,Tinga Bomb 2-Pack,850063346283,35,659.78,526.01
TikTok,2025-08-09,Birria Bomb 2-Pack,1729443667774378778,626,12639.27,10933.43
TikTok,2025-08-09,Pozole Bomb 2-Pack,1729597409638126362,79,1464.44,1296.01
TikTok,2025-08-09,Tinga Bomb 2-Pack,850063346283,25,439.86,381.38
TikTok,2025-08-10,Birria Bomb 2-Pack,1729443667774378778,700,13701.3,11941.37
TikTok,2025-08-10,Pozole Bomb 2-Pack,1729597409638126362,106,1991.7,1770.97
TikTok,2025-08-10,Tinga Bomb 2-Pack,850063346283,31,599.8,518.49
TikTok,2025-08-11,Birria Bomb 2-Pack,1729443667774378778,622,11899.61,10444.02
TikTok,2025-08-11,Pozole Bomb 2-Pack,1729597409638126362,60,1057.04,939.44
TikTok,2025-08-11,Tinga Bomb 2-Pack,850063346283,27,472.31,400.61
TikTok,2025-08-12,Birria Bomb 2-Pack,1729443667774378778,763,15235.48,12221.35
TikTok,2025-08-12,Pozole Bomb 2-Pack,1729597409638126362,86,1574.34,1245.44
TikTok,2025-08-12,Tinga Bomb 2-Pack,850063346283,29,552.27,411.46
TikTok,2025-08-13,Birria Bomb 2-Pack,1729443667774378778,766,14980.54,12112.79
TikTok,2025-08-13,Pozole Bomb 2-Pack,1729597409638126362,96,1729.3,1437.71
TikTok,2025-08-13,Tinga Bomb 2-Pack,850063346283,35,637.25,475.27
TikTok,2025-08-14,Birria Bomb 2-Pack,1729443667774378778,840,16204.86,12856.45
TikTok,2025-08-14,Pozole Bomb 2-Pack,1729597409638126362,94,1499.34,1222.4
TikTok,2025-08-14,Tinga Bomb 2-Pack,850063346283,44,777.15,594.04
TikTok,2025-08-14,Variety Pack,850063346511,6,299.94,279.59
TikTok,2025-08-15,Birria Bomb 2-Pack,1729443667774378778,1194,23274.34,17320.34
TikTok,2025-08-15,Pozole Bomb 2-Pack,1729597409638126362,105,1971.65,1425.91
TikTok,2025-08-15,Tinga Bomb 2-Pack,850063346283,65,1167,848.37
TikTok,2025-08-15,Variety Pack,850063346511,5,249.95,229.96
TikTok,2025-08-16,Birria Bomb 2-Pack,1729443667774378778,1205,23786.6,18299.44
TikTok,2025-08-16,Pozole Bomb 2-Pack,1729597409638126362,146,2838.76,2171.74
TikTok,2025-08-16,Tinga Bomb 2-Pack,850063346283,76,1411.96,1104.68
TikTok,2025-08-16,Variety Pack,850063346511,5,249.95,249.95
TikTok,2025-08-17,Birria Bomb 2-Pack,1729443667774378778,1331,25578.24,19780.18
TikTok,2025-08-17,Pozole Bomb 2-Pack,1729597409638126362,225,4058.27,3276.99
TikTok,2025-08-17,Tinga Bomb 2-Pack,850063346283,81,1219.51,937.05
TikTok,2025-08-17,Variety Pack,850063346511,5,249.95,239.95
TikTok,2025-08-18,Birria Bomb 2-Pack,1729443667774378778,1290,26180.26,19222.39
TikTok,2025-08-18,Pozole Bomb 2-Pack,1729597409638126362,139,2646.38,1996.36
TikTok,2025-08-18,Tinga Bomb 2-Pack,850063346283,71,1234.51,921.02
TikTok,2025-08-18,Variety Pack,850063346511,3,149.97,129.98
TikTok,2025-08-19,Birria Bomb 2-Pack,1729443667774378778,1230,23089.2,18250.41
TikTok,2025-08-19,Pozole Bomb 2-Pack,1729597409638126362,139,2296.54,1829.82
TikTok,2025-08-19,Tinga Bomb 2-Pack,850063346283,76,1246.99,920.92
TikTok,2025-08-19,Variety Pack,850063346511,7,349.93,311.95
TikTok,2025-08-20,Birria Bomb 2-Pack,1729443667774378778,1453,28732.18,20663.47
TikTok,2025-08-20,Pozole Bomb 2-Pack,1729597409638126362,153,2773.89,1921.65
TikTok,2025-08-20,Tinga Bomb 2-Pack,850063346283,117,1424.43,981.4
TikTok,2025-08-20,Variety Pack,850063346511,75,4099.18,2848
TikTok,2025-08-21,Birria Bomb 2-Pack,1729443667774378778,1215,24341.24,17003.98
TikTok,2025-08-21,Pozole Bomb 2-Pack,1729597409638126362,122,2109.11,1532
TikTok,2025-08-21,Tinga Bomb 2-Pack,850063346283,73,1202.02,863.6
TikTok,2025-08-21,Variety Pack,850063346511,18,999.8,712
TikTok,2025-08-22,Birria Bomb 2-Pack,1729443667774378778,1591,30908.21,22061.4
TikTok,2025-08-22,Pozole Bomb 2-Pack,1729597409638126362,136,2378.99,1598.7
TikTok,2025-08-22,Tinga Bomb 2-Pack,850063346283,110,1666.81,1054
TikTok,2025-08-22,Variety Pack,850063346511,31,1649.67,1192
TikTok,2025-08-23,Birria Bomb 2-Pack,1729443667774378778,1690,34011.71,23079.36
TikTok,2025-08-23,Pozole Bomb 2-Pack,1729597409638126362,112,1951.72,1260.6
TikTok,2025-08-23,Tinga Bomb 2-Pack,850063346283,77,1344.44,807.1
TikTok,2025-08-23,Variety Pack,850063346511,24,1299.74,904
TikTok,2025-08-24,Birria Bomb 2-Pack,1729443667774378778,1450,28306.98,20183.92
TikTok,2025-08-24,Pozole Bomb 2-Pack,1729597409638126362,89,1609.33,1051.9
TikTok,2025-08-24,Tinga Bomb 2-Pack,850063346283,92,1399.42,958.8
TikTok,2025-08-24,Variety Pack,850063346511,37,1949.61,1411
TikTok,2025-08-25,Birria Bomb 2-Pack,1729443667774378778,1275,25238.38,17617.09
TikTok,2025-08-25,Pozole Bomb 2-Pack,1729597409638126362,101,1924.18,1275.7
TikTok,2025-08-25,Tinga Bomb 2-Pack,850063346283,58,1104.53,722.8
TikTok,2025-08-25,Variety Pack,850063346511,7,349.93,272
TikTok,2025-08-26,Birria Bomb 2-Pack,1729443667774378778,1172,22874.63,15936.58
TikTok,2025-08-26,Pozole Bomb 2-Pack,1729597409638126362,76,1219.51,820.8
TikTok,2025-08-26,Tinga Bomb 2-Pack,850063346283,39,739.69,450.8
TikTok,2025-08-26,Variety Pack,850063346511,13,599.88,472
TikTok,2025-08-27,Birria Bomb 2-Pack,1729443667774378778,1292,24333.81,17095.5
TikTok,2025-08-27,Pozole Bomb 2-Pack,1729597409638126362,103,1476.89,1036.75
TikTok,2025-08-27,Tinga Bomb 2-Pack,850063346283,70,982.07,598.67
TikTok,2025-08-27,Variety Pack,850063346511,26,1299.74,973.96
TikTok,2025-08-28,Birria Bomb 2-Pack,1729443667774378778,1526,29741.63,20783.67
TikTok,2025-08-28,Pozole Bomb 2-Pack,1729597409638126362,91,1566.86,1080.56
TikTok,2025-08-28,Tinga Bomb 2-Pack,850063346283,88,1197,794.33
TikTok,2025-08-28,Variety Pack,850063346511,30,1499.7,1139.16
TikTok,2025-08-29,Birria Bomb 2-Pack,1729443667774378778,1348,26300.89,18845.43
TikTok,2025-08-29,Pozole Bomb 2-Pack,1729597409638126362,102,1816.75,1250.56
TikTok,2025-08-29,Tinga Bomb 2-Pack,850063346283,74,1154.52,795.86
TikTok,2025-08-29,Variety Pack,850063346511,18,899.82,706.79
TikTok,2025-08-30,Birria Bomb 2-Pack,1729443667774378778,1655,32036.21,23472.99
TikTok,2025-08-30,Pozole Bomb 2-Pack,1729597409638126362,106,1929.2,1234.99
TikTok,2025-08-30,Tinga Bomb 2-Pack,850063346283,110,1644.32,1100.13
TikTok,2025-08-30,Variety Pack,850063346511,24,1149.77,1011.16
TikTok,2025-08-31,Birria Bomb 2-Pack,1729443667774378778,1703,33218.57,24160.07
TikTok,2025-08-31,Pozole Bomb 2-Pack,1729597409638126362,131,2471.52,1542.43
TikTok,2025-08-31,Tinga Bomb 2-Pack,850063346283,114,1964.16,1209.82
TikTok,2025-08-31,Variety Pack,850063346511,19,1099.78,793.11
TikTok,2025-09-01,Birria Bomb 2-Pack,1729443667774378778,2330,44167.25,31238.16
TikTok,2025-09-01,Pozole Bomb 2-Pack,1729597409638126362,172,3088.8,2030.54
TikTok,2025-09-01,Tinga Bomb 2-Pack,850063346283,120,1869.26,1227.3
TikTok,2025-09-01,Variety Pack,850063346511,43,2149.57,1635.05
TikTok,2025-09-02,Birria Bomb 2-Pack,1729443667774378778,1003,19023.63,14665.87
TikTok,2025-09-02,Pozole Bomb 2-Pack,1729597409638126362,86,1484.4,1005.21
TikTok,2025-09-02,Tinga Bomb 2-Pack,850063346283,67,917.11,600.41
TikTok,2025-09-02,Variety Pack,850063346511,26,1299.74,1089.08
TikTok,2025-09-03,Birria Bomb 2-Pack,1729443667774378778,1095,21035.76,15384.84
TikTok,2025-09-03,Pozole Bomb 2-Pack,1729597409638126362,98,1671.83,1076.02
TikTok,2025-09-03,Tinga Bomb 2-Pack,850063346283,60,817.16,538.94
TikTok,2025-09-03,Variety Pack,850063346511,27,1549.69,965.5
TikTok,2025-09-04,Birria Bomb 2-Pack,1729443667774378778,1421,27003.54,19160.86
TikTok,2025-09-04,Pozole Bomb 2-Pack,1729597409638126362,110,2056.6,1413.66
TikTok,2025-09-04,Tinga Bomb 2-Pack,850063346283,79,1237.01,860.53
TikTok,2025-09-04,Variety Pack,850063346511,50,2599.48,1831.57
TikTok,2025-09-05,Birria Bomb 2-Pack,1729443667774378778,1211,22835.04,17038.49
TikTok,2025-09-05,Pozole Bomb 2-Pack,1729597409638126362,351,6359.59,4603.27
TikTok,2025-09-05,Tinga Bomb 2-Pack,850063346283,75,1147.07,818.08
TikTok,2025-09-05,Variety Pack,850063346511,46,2299.54,1695.65
TikTok,2025-09-06,Birria Bomb 2-Pack,1729443667774378778,1389,26430.96,19456.16
TikTok,2025-09-06,Brine Bomb,85006334629,4,79.96,76.36
TikTok,2025-09-06,Pozole Bomb 2-Pack,1729597409638126362,465,8950.86,6436.66
TikTok,2025-09-06,Tinga Bomb 2-Pack,850063346283,104,1886.7,1264.04
TikTok,2025-09-06,Variety Pack,850063346511,60,2999.4,2199.21
TikTok,2025-09-07,Birria Bomb 2-Pack,1729443667774378778,1337,24571.95,18468.1
TikTok,2025-09-07,Brine Bomb,85006334629,1,19.99,16.03
TikTok,2025-09-07,Pozole Bomb 2-Pack,1729597409638126362,519,10035.31,7356.62
TikTok,2025-09-07,Tinga Bomb 2-Pack,850063346283,59,877.16,656.89
TikTok,2025-09-07,Variety Pack,850063346511,77,3949.21,2912.76
TikTok,2025-09-08,Birria Bomb 2-Pack,1729443667774378778,841,15291.27,11622.33
TikTok,2025-09-08,Brine Bomb,85006334629,3,59.97,59.97
TikTok,2025-09-08,Pozole Bomb 2-Pack,1729597409638126362,334,6549.48,4624.03
TikTok,2025-09-08,Tinga Bomb 2-Pack,850063346283,37,659.73,457.17
TikTok,2025-09-08,Variety Pack,850063346511,64,3349.33,2360.1
TikTok,2025-09-09,Birria Bomb 2-Pack,1729443667774378778,877,15053.76,11068.26
TikTok,2025-09-09,Pozole Bomb 2-Pack,1729597409638126362,251,4502.89,3126.64
TikTok,2025-09-09,Tinga Bomb 2-Pack,850063346283,35,289.87,231.05
TikTok,2025-09-09,Variety Pack,850063346511,48,2399.52,1725.23
TikTok,2025-09-10,Birria Bomb 2-Pack,1729443667774378778,786,14346.45,11659.49
TikTok,2025-09-10,Pozole Bomb 2-Pack,1729597409638126362,191,3533.36,2547.28
TikTok,2025-09-10,Tinga Bomb 2-Pack,850063346283,45,717.21,468.17
TikTok,2025-09-10,Variety Pack,850063346511,47,2449.51,1740.03
TikTok,2025-09-11,Birria Bomb 2-Pack,1729443667774378778,733,13337.27,10253.55
TikTok,2025-09-11,Pozole Bomb 2-Pack,1729597409638126362,153,2706.29,1934.77
TikTok,2025-09-11,Tinga Bomb 2-Pack,850063346283,23,284.88,247.61
TikTok,2025-09-11,Variety Pack,850063346511,50,2599.48,1850.02
TikTok,2025-09-12,Birria Bomb 2-Pack,1729443667774378778,803,14446.52,10971.08
TikTok,2025-09-12,Pozole Bomb 2-Pack,1729597409638126362,166,2808.7,1973.56
TikTok,2025-09-12,Tinga Bomb 2-Pack,850063346283,50,572.26,437.86
TikTok,2025-09-12,Variety Pack,850063346511,37,1899.62,1415.42
TikTok,2025-09-13,Birria Bomb 2-Pack,1729443667774378778,823,15716.11,11656.77
TikTok,2025-09-13,Brine Bomb,85006334629,2,39.98,39.98
TikTok,2025-09-13,Pozole Bomb 2-Pack,1729597409638126362,152,3026.1,2091.72
TikTok,2025-09-13,Tinga Bomb 2-Pack,850063346283,38,739.66,562.92
TikTok,2025-09-13,Variety Pack,850063346511,36,1849.63,1341.9
TikTok,2025-09-14,Birria Bomb 2-Pack,1729443667774378778,792,14411.98,11512.07
TikTok,2025-09-14,Brine Bomb,85006334629,2,39.98,39.98
TikTok,2025-09-14,Pozole Bomb 2-Pack,1729597409638126362,173,3036.14,2248.25
TikTok,2025-09-14,Tinga Bomb 2-Pack,850063346283,16,189.92,165.93
TikTok,2025-09-14,Variety Pack,850063346511,40,1999.6,1504.7
TikTok,2025-09-15,Birria Bomb 2-Pack,1729443667774378778,845,15718.63,11761.11
TikTok,2025-09-15,Brine Bomb,85006334629,3,79.96,51.97
TikTok,2025-09-15,Pozole Bomb 2-Pack,1729597409638126362,168,3086.07,2211.97
TikTok,2025-09-15,Tinga Bomb 2-Pack,850063346283,21,277.4,247.42
TikTok,2025-09-15,Variety Pack,850063346511,58,2899.42,2220.95
TikTok,2025-09-16,Birria Bomb 2-Pack,1729443667774378778,790,14693.31,11577.4
TikTok,2025-09-16,Pozole Bomb 2-Pack,1729597409638126362,96,1659.23,1407.65
TikTok,2025-09-16,Tinga Bomb 2-Pack,850063346283,21,279.89,212.19
TikTok,2025-09-16,Variety Pack,850063346511,24,1199.76,923.6
TikTok,2025-09-17,Birria Bomb 2-Pack,1729443667774378778,1194,23224.59,16472.64
TikTok,2025-09-17,Brine Bomb,85006334629,4,79.96,57.76
TikTok,2025-09-17,Pozole Bomb 2-Pack,1729597409638126362,143,2626.3,1831.41
TikTok,2025-09-17,Tinga Bomb 2-Pack,850063346283,58,1017.03,686.57
TikTok,2025-09-17,Variety Pack,850063346511,50,2599.48,1862.26
TikTok,2025-09-18,Birria Bomb 2-Pack,1729443667774378778,2251,43723.45,29709.82
TikTok,2025-09-18,Brine Bomb,85006334629,8,159.92,129.29
TikTok,2025-09-18,Pozole Bomb 2-Pack,1729597409638126362,223,4000.86,2825.17
TikTok,2025-09-18,Tinga Bomb 2-Pack,850063346283,66,1249.48,798.18
TikTok,2025-09-18,Variety Pack,850063346511,45,2349.53,1572.91
TikTok,2025-09-19,Birria Bomb 2-Pack,1729443667774378778,1567,30171.58,20777.7
TikTok,2025-09-19,Brine Bomb,85006334629,3,59.97,48.08
TikTok,2025-09-19,Pozole Bomb 2-Pack,1729597409638126362,152,2458.95,1671.57
TikTok,2025-09-19,Tinga Bomb 2-Pack,850063346283,53,954.59,626.59
TikTok,2025-09-19,Variety Pack,850063346511,50,2499.5,1877.85
TikTok,2025-09-20,Birria Bomb 2-Pack,1729443667774378778,1473,28230.06,19162.92
TikTok,2025-09-20,Brine Bomb,85006334629,3,59.97,47.57
TikTok,2025-09-20,Pozole Bomb 2-Pack,1729597409638126362,206,3963.31,2576.01
TikTok,2025-09-20,Tinga Bomb 2-Pack,850063346283,64,1241.97,770.32
TikTok,2025-09-20,Variety Pack,850063346511,41,2099.58,1472.22
TikTok,2025-09-21,Birria Bomb 2-Pack,1729443667774378778,1988,38282.68,26534.43
TikTok,2025-09-21,Brine Bomb,85006334629,7,139.93,116.04
TikTok,2025-09-21,Pozole Bomb 2-Pack,1729597409638126362,230,4250.66,2976.8
TikTok,2025-09-21,Tinga Bomb 2-Pack,850063346283,46,792.18,593.85
TikTok,2025-09-21,Variety Pack,850063346511,18,899.82,705.42
TikTok,2025-09-22,Birria Bomb 2-Pack,1729443667774378778,1561,30493.26,21599.65
TikTok,2025-09-22,Brine Bomb,85006334629,5,99.95,71.36
TikTok,2025-09-22,Pozole Bomb 2-Pack,1729597409638126362,116,2246.52,1593.51
TikTok,2025-09-22,Tinga Bomb 2-Pack,850063346283,38,629.73,440
TikTok,2025-09-22,Variety Pack,850063346511,16,799.84,612.64
TikTok,2025-09-23,Birria Bomb 2-Pack,1729443667774378778,1392,26435.47,18227.67
TikTok,2025-09-23,Brine Bomb,85006334629,4,79.96,58.78
TikTok,2025-09-23,Pozole Bomb 2-Pack,1729597409638126362,127,2378.9,1624.3
TikTok,2025-09-23,Tinga Bomb 2-Pack,850063346283,53,942.12,646.25
TikTok,2025-09-23,Variety Pack,850063346511,31,1549.69,1212.09
TikTok,2025-09-24,Birria Bomb 2-Pack,1729443667774378778,1240,23366.72,15922.26
TikTok,2025-09-24,Brine Bomb,85006334629,6,119.94,101.14
TikTok,2025-09-24,Pozole Bomb 2-Pack,1729597409638126362,116,2256.47,1446.64
TikTok,2025-09-24,Tinga Bomb 2-Pack,850063346283,56,994.54,654.41
TikTok,2025-09-24,Variety Pack,850063346511,51,2749.45,1894.96
TikTok,2025-09-25,Birria Bomb 2-Pack,1729443667774378778,1163,22319.93,15868.51
TikTok,2025-09-25,Pozole Bomb 2-Pack,1729597409638126362,109,2246.52,1478.77
TikTok,2025-09-25,Tinga Bomb 2-Pack,850063346283,36,727.19,459.84
TikTok,2025-09-25,Variety Pack,850063346511,18,949.81,697.02
TikTok,2025-09-26,Birria Bomb 2-Pack,1729443667774378778,1174,23159.45,15864.74
TikTok,2025-09-26,Brine Bomb,85006334629,6,119.94,96.16
TikTok,2025-09-26,Pozole Bomb 2-Pack,1729597409638126362,102,1976.67,1316.61
TikTok,2025-09-26,Tinga Bomb 2-Pack,850063346283,56,947.08,563.6
TikTok,2025-09-26,Variety Pack,850063346511,31,1599.68,1100.03
TikTok,2025-09-27,Birria Bomb 2-Pack,1729443667774378778,1281,24996.13,16919.79
TikTok,2025-09-27,Brine Bomb,85006334629,2,39.98,33.98
TikTok,2025-09-27,Pozole Bomb 2-Pack,1729597409638126362,121,2383.92,1665.58
TikTok,2025-09-27,Tinga Bomb 2-Pack,850063346283,63,1047.06,666.57
TikTok,2025-09-27,Variety Pack,850063346511,29,1449.71,1136.91
TikTok,2025-09-28,Birria Bomb 2-Pack,1729443667774378778,1349,27062.46,18843.78
TikTok,2025-09-28,Brine Bomb,85006334629,12,259.87,193.68
TikTok,2025-09-28,Pozole Bomb 2-Pack,1729597409638126362,110,2154.08,1622.3
TikTok,2025-09-28,Tinga Bomb 2-Pack,850063346283,42,734.67,478.82
TikTok,2025-09-28,Variety Pack,850063346511,40,2049.59,1466.81
TikTok,2025-09-29,Birria Bomb 2-Pack,1729443667774378778,1112,21682.54,15419.03
