platform,date,product_name,seller_sku_resolved,net_units,gross_sales,net_gross_sales
TikTok,2025-01-23,Pozole Bomb 2-Pack,1729597409638126362,132,2824.75,2049.94
TikTok,2025-01-23,Variety Pack,850063346511,74,3849.23,3116.76
TikTok,2025-01-24,Birria Bomb 2-Pack,1729443667774378778,948,19740.83,15641.26
TikTok,2025-01-24,Brine Bomb,85006334629,16,425,274.84
TikTok,2025-01-24,Pozole Bomb 2-Pack,1729597409638126362,84,1814.86,1282.24
TikTok,2025-01-24,Variety Pack,850063346511,59,3049.39,2493.1
TikTok,2025-01-25,Birria Bomb 2-Pack,1729443667774378778,860,17879.24,14003.3
TikTok,2025-01-25,Brine Bomb,85006334629,21,525,356.79
TikTok,2025-01-25,Pozole Bomb 2-Pack,1729597409638126362,116,2557.26,1841.28
TikTok,2025-01-25,Variety Pack,850063346511,60,2999.4,2500.23
TikTok,2025-01-26,Birria Bomb 2-Pack,1729443667774378778,903,18181.49,14904.73
TikTok,2025-01-26,Brine Bomb,85006334629,19,475,322.81
TikTok,2025-01-26,Pozole Bomb 2-Pack,1729597409638126362,97,2369.88,1590.07
TikTok,2025-01-26,Variety Pack,850063346511,68,3449.31,2871.82
TikTok,2025-01-27,Birria Bomb 2-Pack,1729443667774378778,821,16447.29,13554.1
TikTok,2025-01-27,Brine Bomb,85006334629,12,275,186.89
TikTok,2025-01-27,Pozole Bomb 2-Pack,1729597409638126362,107,2314.86,1552.2
TikTok,2025-01-27,Variety Pack,850063346511,57,2949.41,2405.62
TikTok,2025-01-28,Birria Bomb 2-Pack,1729443667774378778,830,16564.68,13209.43
TikTok,2025-01-28,Brine Bomb,85006334629,11,275,189.49
TikTok,2025-01-28,Pozole Bomb 2-Pack,1729597409638126362,148,2837.33,1877.61
TikTok,2025-01-28,Variety Pack,850063346511,46,2299.54,1917.04
TikTok,2025-01-29,Birria Bomb 2-Pack,1729443667774378778,932,18678.48,13804.14
TikTok,2025-01-29,Brine Bomb,85006334629,11,275,192.1
TikTok,2025-01-29,Pozole Bomb 2-Pack,1729597409638126362,147,2767.3,1803.8
TikTok,2025-01-29,Variety Pack,850063346511,158,8148.37,6312.42
TikTok,2025-01-30,Birria Bomb 2-Pack,1729443667774378778,1276,23923.73,17832.34
TikTok,2025-01-30,Brine Bomb,85006334629,4,125,63.96
TikTok,2025-01-30,Pozole Bomb 2-Pack,1729597409638126362,228,5134.74,3131.76
TikTok,2025-01-30,Variety Pack,850063346511,102,5148.97,4038.99
TikTok,2025-01-31,Birria Bomb 2-Pack,1729443667774378778,1370,26759.85,19834.07
TikTok,2025-01-31,Brine Bomb,85006334629,8,250,127.92
TikTok,2025-01-31,Pozole Bomb 2-Pack,1729597409638126362,170,3712.23,2331.74
TikTok,2025-01-31,Variety Pack,850063346511,94,5048.99,3759.06
TikTok,2025-02-01,Birria Bomb 2-Pack,1729443667774378778,1475,29753.36,21926.04
TikTok,2025-02-01,Brine Bomb,85006334629,9,225,143.91
TikTok,2025-02-01,Pozole Bomb 2-Pack,1729597409638126362,190,4392.2,2789.7
TikTok,2025-02-01,Variety Pack,850063346511,100,5348.93,3999
TikTok,2025-02-02,Birria Bomb 2-Pack,1729443667774378778,1724,32087.29,23763.39
TikTok,2025-02-02,Brine Bomb,85006334629,5,125,79.95
TikTok,2025-02-02,Pozole Bomb 2-Pack,1729597409638126362,160,3102.29,1952.79
TikTok,2025-02-02,Variety Pack,850063346511,81,4349.13,3239.19
TikTok,2025-02-03,Birria Bomb 2-Pack,1729443667774378778,1505,28601.57,21312.35
TikTok,2025-02-03,Brine Bomb,85006334629,4,100,63.96
TikTok,2025-02-03,Pozole Bomb 2-Pack,1729597409638126362,158,2649.7,1832.2
TikTok,2025-02-03,Variety Pack,850063346511,86,4449.11,3194.14
TikTok,2025-02-04,Birria Bomb 2-Pack,1729443667774378778,1820,34569.02,25749.43
TikTok,2025-02-04,Brine Bomb,85006334629,4,100,63.96
TikTok,2025-02-04,Pozole Bomb 2-Pack,1729597409638126362,161,3229.62,2156.46
TikTok,2025-02-04,Variety Pack,850063346511,129,6748.65,4658.71
TikTok,2025-02-05,Birria Bomb 2-Pack,1729443667774378778,2147,41890.62,31054.69
TikTok,2025-02-05,Brine Bomb,85006334629,3,75,45.85
TikTok,2025-02-05,Pozole Bomb 2-Pack,1729597409638126362,202,4329.52,2809.62
TikTok,2025-02-05,Variety Pack,850063346511,110,5698.86,4188.9
TikTok,2025-02-06,Birria Bomb 2-Pack,1729443667774378778,1240,24758.53,18321.66
TikTok,2025-02-06,Brine Bomb,85006334629,2,100,31.98
TikTok,2025-02-06,Pozole Bomb 2-Pack,1729597409638126362,135,2989.81,1884.07
TikTok,2025-02-06,Variety Pack,850063346511,120,6398.72,4342.81
TikTok,2025-02-07,Birria Bomb 2-Pack,1729443667774378778,1275,26617.87,18487.19
TikTok,2025-02-07,Brine Bomb,85006334629,3,75,43.17
TikTok,2025-02-07,Pozole Bomb 2-Pack,1729597409638126362,155,3234.69,2072.19
TikTok,2025-02-07,Variety Pack,850063346511,125,6648.67,4768.75
TikTok,2025-02-08,Birria Bomb 2-Pack,1729443667774378778,1229,24426.61,17923.28
TikTok,2025-02-08,Brine Bomb,85006334629,7,225,111.93
TikTok,2025-02-08,Pozole Bomb 2-Pack,1729597409638126362,129,2822.22,1854.11
TikTok,2025-02-08,Variety Pack,850063346511,214,11197.76,7517.86
TikTok,2025-02-09,Birria Bomb 2-Pack,1729443667774378778,506,9960.55,9760.65
TikTok,2025-02-09,Brine Bomb,85006334629,3,75,59.97
TikTok,2025-02-09,Pozole Bomb 2-Pack,1729597409638126362,60,1404.82,1119.56
TikTok,2025-02-09,Variety Pack,850063346511,24,1249.75,1199.76
TikTok,2025-02-10,Birria Bomb 2-Pack,1729443667774378778,436,8716.12,8260.53
TikTok,2025-02-10,Pozole Bomb 2-Pack,1729597409638126362,157,1519.83,1294.48
TikTok,2025-02-10,Variety Pack,850063346511,19,999.8,949.81
TikTok,2025-02-11,Birria Bomb 2-Pack,1729443667774378778,512,10252.77,8678.18
TikTok,2025-02-11,Brine Bomb,85006334629,1,50,19.99
TikTok,2025-02-11,Pozole Bomb 2-Pack,1729597409638126362,94,1867.4,1350.15
TikTok,2025-02-11,Variety Pack,850063346511,33,1799.64,1439.67
TikTok,2025-02-12,Birria Bomb 2-Pack,1729443667774378778,919,18064.05,13491.22
TikTok,2025-02-12,Brine Bomb,85006334629,2,39.98,39.98
TikTok,2025-02-12,Pozole Bomb 2-Pack,1729597409638126362,145,2606.67,1861.79
TikTok,2025-02-12,Variety Pack,850063346511,75,3849.23,2959.26
TikTok,2025-02-13,Birria Bomb 2-Pack,1729443667774378778,1156,22467.5,16688.37
TikTok,2025-02-13,Brine Bomb,85006334629,1,19.99,19.99
TikTok,2025-02-13,Pozole Bomb 2-Pack,1729597409638126362,119,2081.61,1520.81
TikTok,2025-02-13,Variety Pack,850063346511,61,3149.37,2439.39
TikTok,2025-02-14,Birria Bomb 2-Pack,1729443667774378778,1149,22429.95,16687.47
TikTok,2025-02-14,Brine Bomb,85006334629,1,19.99,19.99
TikTok,2025-02-14,Pozole Bomb 2-Pack,1729597409638126362,109,2159.04,1572.84
TikTok,2025-02-14,Variety Pack,850063346511,74,3899.22,2959.26
TikTok,2025-02-15,Birria Bomb 2-Pack,1729443667774378778,1304,26025.78,19237.36
TikTok,2025-02-15,Brine Bomb,85006334629,4,99.95,79.96
TikTok,2025-02-15,Pozole Bomb 2-Pack,1729597409638126362,113,2226.53,1660.83
TikTok,2025-02-15,Variety Pack,850063346511,83,4299.14,3319.17
TikTok,2025-02-16,Birria Bomb 2-Pack,1729443667774378778,1268,23796.43,17690.91
TikTok,2025-02-16,Pozole Bomb 2-Pack,1729597409638126362,111,2226.53,1568.82
TikTok,2025-02-16,Variety Pack,850063346511,69,3499.3,2719.32
TikTok,2025-02-17,Birria Bomb 2-Pack,1729443667774378778,612,11057.78,10470.3
TikTok,2025-02-17,Brine Bomb,85006334629,6,99.95,87.97
TikTok,2025-02-17,Pozole Bomb 2-Pack,1729597409638126362,150,2656.48,2080.09
TikTok,2025-02-17,Variety Pack,850063346511,47,2499.5,2027.14
TikTok,2025-02-18,Birria Bomb 2-Pack,1729443667774378778,500,8688.68,8395.15
TikTok,2025-02-18,Brine Bomb,85006334629,1,19.99,19.99
TikTok,2025-02-18,Pozole Bomb 2-Pack,1729597409638126362,103,1891.72,1402.75
TikTok,2025-02-18,Variety Pack,850063346511,17,849.83,849.83
TikTok,2025-02-19,Birria Bomb 2-Pack,1729443667774378778,720,12889.37,11803.37
TikTok,2025-02-19,Brine Bomb,85006334629,4,39.98,39.98
TikTok,2025-02-19,Pozole Bomb 2-Pack,1729597409638126362,191,2868.82,2149.11
TikTok,2025-02-19,Variety Pack,850063346511,20,949.81,912.35
TikTok,2025-02-20,Birria Bomb 2-Pack,1729443667774378778,644,11692.47,11092.5
TikTok,2025-02-20,Brine Bomb,85006334629,5,99.95,99.95
TikTok,2025-02-20,Pozole Bomb 2-Pack,1729597409638126362,228,3341.19,2405.13
TikTok,2025-02-20,Variety Pack,850063346511,20,1199.76,999.8
TikTok,2025-02-21,Birria Bomb 2-Pack,1729443667774378778,687,12541.94,11225.86
TikTok,2025-02-21,Brine Bomb,85006334629,1,39.98,19.99
TikTok,2025-02-21,Pozole Bomb 2-Pack,1729597409638126362,154,2631.41,1886.63
TikTok,2025-02-21,Variety Pack,850063346511,24,1199.76,1199.76
TikTok,2025-02-22,Birria Bomb 2-Pack,1729443667774378778,703,14063.61,11925.81
TikTok,2025-02-22,Brine Bomb,85006334629,4,79.96,79.96
TikTok,2025-02-22,Pozole Bomb 2-Pack,1729597409638126362,99,1889.28,1571.14
TikTok,2025-02-22,Variety Pack,850063346511,24,1299.74,1199.76
TikTok,2025-02-23,Birria Bomb 2-Pack,1729443667774378778,835,15602.99,13392.29
TikTok,2025-02-23,Brine Bomb,85006334629,2,39.98,39.98
TikTok,2025-02-23,Pozole Bomb 2-Pack,1729597409638126362,105,1739.31,1704.32
TikTok,2025-02-23,Variety Pack,850063346511,23,1149.77,1149.77
TikTok,2025-02-24,Birria Bomb 2-Pack,1729443667774378778,781,14793.41,12183.45
TikTok,2025-02-24,Brine Bomb,85006334629,5,39.98,39.98
TikTok,2025-02-24,Pozole Bomb 2-Pack,1729597409638126362,94,1524.38,1271.14
TikTok,2025-02-24,Variety Pack,850063346511,41,2049.59,1732.15
TikTok,2025-02-25,Birria Bomb 2-Pack,1729443667774378778,1220,23171.99,17205.28
TikTok,2025-02-25,Brine Bomb,85006334629,4,79.96,60
TikTok,2025-02-25,Pozole Bomb 2-Pack,1729597409638126362,121,2006.67,1489.28
TikTok,2025-02-25,Variety Pack,850063346511,79,3999.2,3119.22
TikTok,2025-02-26,Birria Bomb 2-Pack,1729443667774378778,1543,29696.57,22248.75
TikTok,2025-02-26,Brine Bomb,85006334629,3,19.99,15
TikTok,2025-02-26,Pozole Bomb 2-Pack,1729597409638126362,109,1914.26,1394.18
TikTok,2025-02-26,Variety Pack,850063346511,140,7048.59,5558.62
TikTok,2025-02-27,Birria Bomb 2-Pack,1729443667774378778,1334,26020.76,19190.96
TikTok,2025-02-27,Brine Bomb,85006334629,2,59.97,30
TikTok,2025-02-27,Pozole Bomb 2-Pack,1729597409638126362,108,1891.72,1426.92
TikTok,2025-02-27,Variety Pack,850063346511,162,8298.34,6518.38
TikTok,2025-02-28,Birria Bomb 2-Pack,1729443667774378778,1813,36477.84,26644.47
TikTok,2025-02-28,Brine Bomb,85006334629,1,19.99,15
TikTok,2025-02-28,Pozole Bomb 2-Pack,1729597409638126362,97,1834.24,1360.53
TikTok,2025-02-28,Variety Pack,850063346511,142,7348.53,5648.59
TikTok,2025-03-01,Birria Bomb 2-Pack,1729443667774378778,2565,51752.97,38191.75
TikTok,2025-03-01,Brine Bomb,85006334629,2,39.98,30
TikTok,2025-03-01,Pozole Bomb 2-Pack,1729597409638126362,137,2641.45,1962.13
TikTok,2025-03-01,Variety Pack,850063346511,179,8998.2,7154.21
TikTok,2025-03-02,Birria Bomb 2-Pack,1729443667774378778,1038,20038.37,18650.51
TikTok,2025-03-02,Brine Bomb,85006334629,3,59.97,56.97
TikTok,2025-03-02,Pozole Bomb 2-Pack,1729597409638126362,113,2096.7,1629.06
TikTok,2025-03-02,Variety Pack,850063346511,22,1149.77,1099.78
TikTok,2025-03-03,Birria Bomb 2-Pack,1729443667774378778,790,15025.72,14063.6
TikTok,2025-03-03,Brine Bomb,85006334629,2,39.98,37.98
TikTok,2025-03-03,Pozole Bomb 2-Pack,1729597409638126362,100,1881.68,1438.12
TikTok,2025-03-03,Variety Pack,850063346511,18,999.8,899.82
TikTok,2025-03-04,Birria Bomb 2-Pack,1729443667774378778,946,17362.44,15896.44
TikTok,2025-03-04,Brine Bomb,85006334629,1,19.99,18.99
TikTok,2025-03-04,Pozole Bomb 2-Pack,1729597409638126362,195,3318.79,2461.21
TikTok,2025-03-04,Variety Pack,850063346511,20,999.8,999.8
TikTok,2025-03-05,Birria Bomb 2-Pack,1729443667774378778,998,18409.47,16556.8
TikTok,2025-03-05,Brine Bomb,85006334629,7,139.93,107.62
TikTok,2025-03-05,Pozole Bomb 2-Pack,1729597409638126362,150,2656.51,1986.75
TikTok,2025-03-05,Variety Pack,850063346511,23,1149.77,1072.51
TikTok,2025-03-06,Birria Bomb 2-Pack,1729443667774378778,1694,32440.13,23851.73
TikTok,2025-03-06,Brine Bomb,85006334629,7,139.93,103.58
TikTok,2025-03-06,Pozole Bomb 2-Pack,1729597409638126362,122,2229.14,1631.86
TikTok,2025-03-06,Variety Pack,850063346511,102,5498.9,3965.6
TikTok,2025-03-07,Birria Bomb 2-Pack,1729443667774378778,1552,29881.44,21909.8
TikTok,2025-03-07,Brine Bomb,85006334629,3,59.97,42.27
TikTok,2025-03-07,Pozole Bomb 2-Pack,1729597409638126362,89,1629.38,1201.24
TikTok,2025-03-07,Variety Pack,850063346511,140,7198.56,5423.09
TikTok,2025-03-08,Birria Bomb 2-Pack,1729443667774378778,888,17929.38,12984.18
TikTok,2025-03-08,Brine Bomb,85006334629,4,79.96,58.61
TikTok,2025-03-08,Pozole Bomb 2-Pack,1729597409638126362,89,1701.83,1275.94
TikTok,2025-03-08,Variety Pack,850063346511,94,4899.02,3604.29
TikTok,2025-03-09,Birria Bomb 2-Pack,1729443667774378778,963,18354.19,13537.73
TikTok,2025-03-09,Brine Bomb,85006334629,1,19.99,13.64
TikTok,2025-03-09,Pozole Bomb 2-Pack,1729597409638126362,93,1776.8,1225.58
TikTok,2025-03-09,Variety Pack,850063346511,55,2849.43,2109.01
TikTok,2025-03-10,Birria Bomb 2-Pack,1729443667774378778,928,17876.8,13189.81
TikTok,2025-03-10,Brine Bomb,85006334629,2,39.98,30
TikTok,2025-03-10,Pozole Bomb 2-Pack,1729597409638126362,54,879.68,655.49
TikTok,2025-03-10,Variety Pack,850063346511,42,2249.55,1666.98
TikTok,2025-03-11,Birria Bomb 2-Pack,1729443667774378778,1204,23306.75,16868.98
TikTok,2025-03-11,Brine Bomb,85006334629,5,99.95,75
TikTok,2025-03-11,Pozole Bomb 2-Pack,1729597409638126362,122,2051.76,1343.83
TikTok,2025-03-11,Variety Pack,850063346511,63,3349.33,2516.77
TikTok,2025-03-12,Birria Bomb 2-Pack,1729443667774378778,1460,28429.36,21116.57
TikTok,2025-03-12,Brine Bomb,85006334629,4,79.96,60
TikTok,2025-03-12,Pozole Bomb 2-Pack,1729597409638126362,776,2006.76,1333.82
TikTok,2025-03-12,Variety Pack,850063346511,57,2849.43,2239.44
TikTok,2025-03-13,Birria Bomb 2-Pack,1729443667774378778,1983,39226.66,28869.02
TikTok,2025-03-13,Brine Bomb,85006334629,2,39.98,30
TikTok,2025-03-13,Pozole Bomb 2-Pack,1729597409638126362,1559,2579.04,1610.51
TikTok,2025-03-13,Variety Pack,850063346511,47,2499.5,1879.53
TikTok,2025-03-14,Birria Bomb 2-Pack,1729443667774378778,2073,40666.03,30148.91
TikTok,2025-03-14,Brine Bomb,85006334629,9,179.91,135
TikTok,2025-03-14,Pozole Bomb 2-Pack,1729597409638126362,1650,3193.83,2094.26
TikTok,2025-03-14,Variety Pack,850063346511,56,2799.44,2239.44
TikTok,2025-03-15,Birria Bomb 2-Pack,1729443667774378778,2925,59983.77,43526.9
TikTok,2025-03-15,Brine Bomb,85006334629,4,79.96,59.99
TikTok,2025-03-15,Pozole Bomb 2-Pack,1729597409638126362,2319,3096.32,2078.25
TikTok,2025-03-15,Variety Pack,850063346511,56,2849.43,2239.44
TikTok,2025-03-16,Birria Bomb 2-Pack,1729443667774378778,2874,56715.33,41504.86
TikTok,2025-03-16,Brine Bomb,85006334629,4,79.96,59.96
TikTok,2025-03-16,Pozole Bomb 2-Pack,1729597409638126362,2289,2721.5,1830.01
TikTok,2025-03-16,Variety Pack,850063346511,58,2899.42,2271.03
TikTok,2025-03-17,Birria Bomb 2-Pack,1729443667774378778,2547,50490.71,36735.14
TikTok,2025-03-17,Brine Bomb,85006334629,3,59.97,44.97
TikTok,2025-03-17,Pozole Bomb 2-Pack,1729597409638126362,1972,2229.11,1460.77
TikTok,2025-03-17,Variety Pack,850063346511,39,2099.58,1489.63
TikTok,2025-03-18,Birria Bomb 2-Pack,1729443667774378778,1264,24615.78,17983.69
TikTok,2025-03-18,Brine Bomb,85006334629,1,39.98,14.99
TikTok,2025-03-18,Pozole Bomb 2-Pack,1729597409638126362,313,2201.7,1424.25
TikTok,2025-03-18,Variety Pack,850063346511,44,2099.58,1675.38
TikTok,2025-03-19,Birria Bomb 2-Pack,1729443667774378778,1192,23244.19,16742.84
TikTok,2025-03-19,Brine Bomb,85006334629,1,19.99,15
TikTok,2025-03-19,Pozole Bomb 2-Pack,1729597409638126362,104,1874.31,1279.11
TikTok,2025-03-19,Variety Pack,850063346511,37,2049.59,1450.84
TikTok,2025-03-20,Birria Bomb 2-Pack,1729443667774378778,1425,27739.69,19359.05
TikTok,2025-03-20,Brine Bomb,85006334629,2,39.98,30
TikTok,2025-03-20,Pozole Bomb 2-Pack,1729597409638126362,177,2946.41,1881.77
TikTok,2025-03-20,Variety Pack,850063346511,102,5348.93,3932.55
TikTok,2025-03-21,Birria Bomb 2-Pack,1729443667774378778,956,18354.07,13575.74
TikTok,2025-03-21,Brine Bomb,85006334629,2,39.98,30
TikTok,2025-03-21,Pozole Bomb 2-Pack,1729597409638126362,116,1741.87,1159.95
TikTok,2025-03-21,Variety Pack,850063346511,67,3349.33,2565.69
TikTok,2025-03-22,Birria Bomb 2-Pack,1729443667774378778,887,17592.1,12936.33
TikTok,2025-03-22,Brine Bomb,85006334629,3,59.97,45
TikTok,2025-03-22,Pozole Bomb 2-Pack,1729597409638126362,105,2039.22,1349.82
TikTok,2025-03-22,Variety Pack,850063346511,46,2349.53,1791.06
TikTok,2025-03-23,Birria Bomb 2-Pack,1729443667774378778,866,15737.84,11541.83
TikTok,2025-03-23,Brine Bomb,85006334629,2,39.98,27.33
TikTok,2025-03-23,Pozole Bomb 2-Pack,1729597409638126362,132,2259.2,1435.85
TikTok,2025-03-23,Variety Pack,850063346511,50,2699.46,1905.76
TikTok,2025-03-24,Birria Bomb 2-Pack,1729443667774378778,819,14868.29,11028.63
TikTok,2025-03-24,Brine Bomb,85006334629,2,39.98,27.33
TikTok,2025-03-24,Pozole Bomb 2-Pack,1729597409638126362,94,1654.42,1082.89
TikTok,2025-03-24,Variety Pack,850063346511,54,2699.46,1959.96
TikTok,2025-03-25,Birria Bomb 2-Pack,1729443667774378778,705,13626.39,10024.54
TikTok,2025-03-25,Brine Bomb,85006334629,1,19.99,15
TikTok,2025-03-25,Pozole Bomb 2-Pack,1729597409638126362,70,1277.02,831.63
TikTok,2025-03-25,Variety Pack,850063346511,32,1549.69,1150.89
TikTok,2025-03-26,Birria Bomb 2-Pack,1729443667774378778,839,16312.59,12005.88
TikTok,2025-03-26,Pozole Bomb 2-Pack,1729597409638126362,79,1329.53,860.33
TikTok,2025-03-26,Variety Pack,850063346511,37,1849.63,1429.59
TikTok,2025-03-27,Birria Bomb 2-Pack,1729443667774378778,830,16052.87,11754.92
TikTok,2025-03-27,Brine Bomb,85006334629,3,59.97,45
TikTok,2025-03-27,Pozole Bomb 2-Pack,1729597409638126362,100,1834.33,1173.03
TikTok,2025-03-27,Variety Pack,850063346511,30,1549.69,1178.79
TikTok,2025-03-28,Birria Bomb 2-Pack,1729443667774378778,759,14635.81,10679.08
TikTok,2025-03-28,Brine Bomb,85006334629,2,39.98,27.52
TikTok,2025-03-28,Pozole Bomb 2-Pack,1729597409638126362,118,2086.75,1383.73
TikTok,2025-03-28,Variety Pack,850063346511,44,2199.56,1702.54
TikTok,2025-03-29,Birria Bomb 2-Pack,1729443667774378778,830,16519.89,11937.62
TikTok,2025-03-29,Pozole Bomb 2-Pack,1729597409638126362,96,1806.8,1218.78
TikTok,2025-03-29,Variety Pack,850063346511,41,2149.57,1547.93
TikTok,2025-03-30,Birria Bomb 2-Pack,1729443667774378778,845,16727.21,11953.26
TikTok,2025-03-30,Brine Bomb,85006334629,1,19.99,15
TikTok,2025-03-30,Pozole Bomb 2-Pack,1729597409638126362,81,1519.42,946.18
TikTok,2025-03-30,Variety Pack,850063346511,36,1799.64,1377.04
TikTok,2025-03-31,Birria Bomb 2-Pack,1729443667774378778,711,13676.38,9862.68
TikTok,2025-03-31,Brine Bomb,85006334629,3,59.97,42.3
TikTok,2025-03-31,Pozole Bomb 2-Pack,1729597409638126362,90,1591.93,1089.55
TikTok,2025-03-31,Variety Pack,850063346511,16,799.84,612.14
TikTok,2025-04-01,Birria Bomb 2-Pack,1729443667774378778,559,10685.09,7938.03
TikTok,2025-04-01,Pozole Bomb 2-Pack,1729597409638126362,37,659.76,472.67
TikTok,2025-04-01,Variety Pack,850063346511,24,1349.73,946.93
TikTok,2025-04-02,Birria Bomb 2-Pack,1729443667774378778,588,11154.96,8210.49
TikTok,2025-04-02,Brine Bomb,85006334629,1,19.99,14.99
TikTok,2025-04-02,Pozole Bomb 2-Pack,1729597409638126362,49,939.65,660.54
TikTok,2025-04-02,Variety Pack,850063346511,29,1449.71,1159.42
TikTok,2025-04-03,Birria Bomb 2-Pack,1729443667774378778,602,11214.96,8401.21
TikTok,2025-04-03,Brine Bomb,85006334629,4,79.96,59.96
TikTok,2025-04-03,Pozole Bomb 2-Pack,1729597409638126362,64,1159.57,889.38
TikTok,2025-04-03,Variety Pack,850063346511,21,1149.77,839.58
TikTok,2025-04-04,Birria Bomb 2-Pack,1729443667774378778,624,12101.98,8880.38
TikTok,2025-04-04,Brine Bomb,85006334629,2,39.98,29.98
TikTok,2025-04-04,Pozole Bomb 2-Pack,1729597409638126362,60,742.22,548.62
TikTok,2025-04-04,Variety Pack,850063346511,38,1899.62,1519.24
TikTok,2025-04-05,Birria Bomb 2-Pack,1729443667774378778,583,11789.56,8619.17
TikTok,2025-04-05,Brine Bomb,85006334629,1,19.99,14.99
TikTok,2025-04-05,Pozole Bomb 2-Pack,1729597409638126362,59,1124.58,848.41
TikTok,2025-04-05,Variety Pack,850063346511,34,1749.65,1359.32
TikTok,2025-04-06,Birria Bomb 2-Pack,1729443667774378778,610,11359.88,8574.18
TikTok,2025-04-06,Brine Bomb,85006334629,1,19.99,14.99
TikTok,2025-04-06,Pozole Bomb 2-Pack,1729597409638126362,59,794.67,581.6
TikTok,2025-04-06,Variety Pack,850063346511,21,1099.78,839.58
TikTok,2025-04-07,Birria Bomb 2-Pack,1729443667774378778,490,9510.58,7258.6
TikTok,2025-04-07,Pozole Bomb 2-Pack,1729597409638126362,62,1059.62,829.42
TikTok,2025-04-07,Variety Pack,850063346511,19,999.8,759.62
TikTok,2025-04-08,Birria Bomb 2-Pack,1729443667774378778,561,10794.93,8154.03
TikTok,2025-04-08,Brine Bomb,85006334629,1,39.98,14.99
TikTok,2025-04-08,Pozole Bomb 2-Pack,1729597409638126362,62,889.66,691.52
TikTok,2025-04-08,Variety Pack,850063346511,21,1099.78,799.6
TikTok,2025-04-09,Birria Bomb 2-Pack,1729443667774378778,678,14385.62,10015.13
TikTok,2025-04-09,Brine Bomb,85006334629,2,39.98,29.98
TikTok,2025-04-09,Pozole Bomb 2-Pack,1729597409638126362,47,817.19,589
TikTok,2025-04-09,Variety Pack,850063346511,18,899.82,719.64
TikTok,2025-04-10,Birria Bomb 2-Pack,1729443667774378778,870,16949.75,12567.86
TikTok,2025-04-10,Pozole Bomb 2-Pack,1729597409638126362,61,1167.03,826.43
TikTok,2025-04-10,Variety Pack,850063346511,26,1299.74,1013.74
TikTok,2025-04-11,Birria Bomb 2-Pack,1729443667774378778,877,16852.23,12423.39
TikTok,2025-04-11,Brine Bomb,85006334629,1,19.99,14.99
TikTok,2025-04-11,Pozole Bomb 2-Pack,1729597409638126362,61,1009.6,751.49
TikTok,2025-04-11,Variety Pack,850063346511,33,1649.67,1286.67
TikTok,2025-04-12,Birria Bomb 2-Pack,1729443667774378778,882,17489.6,12997.19
TikTok,2025-04-12,Brine Bomb,85006334629,2,39.98,29.98
TikTok,2025-04-12,Pozole Bomb 2-Pack,1729597409638126362,73,1426.96,1049.28
TikTok,2025-04-12,Tinga Bomb 2-Pack,850063346283,2,39.98,39.98
TikTok,2025-04-12,Variety Pack,850063346511,44,2199.56,1715.56
TikTok,2025-04-13,Birria Bomb 2-Pack,1729443667774378778,933,17034.82,12782.35
TikTok,2025-04-13,Brine Bomb,85006334629,1,19.99,14.99
TikTok,2025-04-13,Pozole Bomb 2-Pack,1729597409638126362,53,852.18,633.57
TikTok,2025-04-13,Variety Pack,850063346511,45,2299.54,1754.55
TikTok,2025-04-14,Birria Bomb 2-Pack,1729443667774378778,848,16330,12015.49
TikTok,2025-04-14,Pozole Bomb 2-Pack,1729597409638126362,58,962.11,683.65
TikTok,2025-04-14,Variety Pack,850063346511,32,1599.68,1235.71
TikTok,2025-04-15,Birria Bomb 2-Pack,1729443667774378778,780,15020.61,11174.75
TikTok,2025-04-15,Brine Bomb,85006334629,1,19.99,14.99
TikTok,2025-04-15,Pozole Bomb 2-Pack,1729597409638126362,71,1296.98,982
TikTok,2025-04-15,Variety Pack,850063346511,36,1849.63,1397.79
TikTok,2025-04-16,Birria Bomb 2-Pack,1729443667774378778,649,12494.41,9340.02
TikTok,2025-04-16,Brine Bomb,85006334629,3,59.97,44.97
TikTok,2025-04-16,Pozole Bomb 2-Pack,1729597409638126362,43,704.73,551.23
TikTok,2025-04-16,Variety Pack,850063346511,26,1299.74,1013.74
TikTok,2025-04-17,Birria Bomb 2-Pack,1729443667774378778,608,11819.65,8751.32
TikTok,2025-04-17,Brine Bomb,85006334629,3,59.97,44.97
TikTok,2025-04-17,Pozole Bomb 2-Pack,1729597409638126362,51,884.67,680.19
TikTok,2025-04-17,Tinga Bomb 2-Pack,850063346283,2,39.98,39.98
TikTok,2025-04-17,Variety Pack,850063346511,22,1099.78,860.98
TikTok,2025-04-18,Birria Bomb 2-Pack,1729443667774378778,777,15300.68,8531.62
TikTok,2025-04-18,Pozole Bomb 2-Pack,1729597409638126362,54,1017.12,561.39
TikTok,2025-04-18,Variety Pack,850063346511,37,1849.63,1070.18
TikTok,2025-04-19,Birria Bomb 2-Pack,1729443667774378778,848,16957.56,9387.27
TikTok,2025-04-19,Brine Bomb,85006334629,2,39.98,22.48
TikTok,2025-04-19,Pozole Bomb 2-Pack,1729597409638126362,61,1224.5,663.9
TikTok,2025-04-19,Variety Pack,850063346511,41,2049.59,1190.89
TikTok,2025-04-20,Birria Bomb 2-Pack,1729443667774378778,738,13981.19,7762
TikTok,2025-04-20,Brine Bomb,85006334629,1,19.99,11.24
